,approximate_spotted_by,health,spotted,shots_fired,FIRE,velocity,game_time,tick,steamid,name
22715,[],19,False,0,False,124.79812,1112.8438,4470,76561198995880877,zont1x
22716,[],100,False,0,False,119.037895,1112.8438,4470,76561198201620490,broky
22725,[],19,False,0,False,124.801,1112.8594,4471,76561198995880877,zont1x
22726,[],100,False,0,False,116.608574,1112.8594,4471,76561198201620490,broky
22735,[],19,False,0,False,124.79653,1112.875,4472,76561198995880877,zont1x
22736,[],100,False,0,False,114.65129,1112.875,4472,76561198201620490,broky
22745,[],19,False,0,False,124.800644,1112.8906,4473,76561198995880877,zont1x
22746,[],100,False,0,False,110.152725,1112.8906,4473,76561198201620490,broky
22755,[],19,False,0,False,124.80022,1112.9062,4474,76561198995880877,zont1x
22756,[],100,False,0,False,105.55745,1112.9062,4474,76561198201620490,broky
22765,[],19,False,0,False,124.80142,1112.9219,4475,76561198995880877,zont1x
22766,[],100,False,0,False,102.31196,1112.9219,4475,76561198201620490,broky
22775,[],19,False,0,False,124.80385,1112.9375,4476,76561198995880877,zont1x
22776,[],100,False,0,False,99.56392,1112.9375,4476,76561198201620490,broky
22785,[],19,False,0,False,124.80424,1112.9531,4477,76561198995880877,zont1x
22786,[],100,False,0,False,97.26853,1112.9531,4477,76561198201620490,broky
22795,[],19,False,0,False,124.79772,1112.9688,4478,76561198995880877,zont1x
22796,[],100,False,0,False,95.36147,1112.9688,4478,76561198201620490,broky
22805,[],19,False,0,False,124.80431,1112.9844,4479,76561198995880877,zont1x
22806,[],100,False,0,False,93.7924,1112.9844,4479,76561198201620490,broky
22815,[],19,False,0,False,124.80241,1113.0,4480,76561198995880877,zont1x
22816,[],100,False,0,False,89.20394,1113.0,4480,76561198201620490,broky
22825,[],19,False,0,False,124.80185,1113.0156,4481,76561198995880877,zont1x
22826,[],100,False,0,False,81.601036,1113.0156,4481,76561198201620490,broky
22835,[],19,False,0,False,124.796135,1113.0312,4482,76561198995880877,zont1x
22836,[],100,False,0,False,81.598656,1113.0312,4482,76561198201620490,broky
22845,[],19,False,0,False,124.8007,1113.0469,4483,76561198995880877,zont1x
22846,[],100,False,0,False,81.603386,1113.0469,4483,76561198201620490,broky
22855,[],19,False,0,False,124.80179,1113.0625,4484,76561198995880877,zont1x
22856,[],100,False,0,False,81.60032,1113.0625,4484,76561198201620490,broky
22865,[],19,False,0,False,124.802734,1113.0781,4485,76561198995880877,zont1x
22866,[],100,False,0,False,81.60068,1113.0781,4485,76561198201620490,broky
22875,[],19,False,0,False,124.800575,1113.0938,4486,76561198995880877,zont1x
22876,[],100,False,0,False,81.592834,1113.0938,4486,76561198201620490,broky
22885,[],19,False,0,False,124.80352,1113.1094,4487,76561198995880877,zont1x
22886,[],100,False,0,False,81.603806,1113.1094,4487,76561198201620490,broky
22895,[],19,False,0,False,124.79821,1113.125,4488,76561198995880877,zont1x
22896,[],100,False,0,False,81.60148,1113.125,4488,76561198201620490,broky
22905,[],19,False,0,False,124.80173,1113.1406,4489,76561198995880877,zont1x
22906,[],100,False,0,False,81.595,1113.1406,4489,76561198201620490,broky
22915,[],19,False,0,False,124.79681,1113.1562,4490,76561198995880877,zont1x
22916,[],100,False,0,False,81.59568,1113.1562,4490,76561198201620490,broky
22925,[],19,False,0,False,124.79899,1113.1719,4491,76561198995880877,zont1x
22926,[],100,False,0,False,81.59865,1113.1719,4491,76561198201620490,broky
22935,[],19,False,0,False,124.802826,1113.1875,4492,76561198995880877,zont1x
22936,[],100,False,0,False,81.60214,1113.1875,4492,76561198201620490,broky
22945,[],19,False,0,False,124.80354,1113.2031,4493,76561198995880877,zont1x
22946,[],100,False,0,False,81.59657,1113.2031,4493,76561198201620490,broky
22955,[],19,False,0,False,124.802704,1113.2188,4494,76561198995880877,zont1x
22956,[],100,False,0,False,81.59992,1113.2188,4494,76561198201620490,broky
22965,[],19,False,0,False,124.80044,1113.2344,4495,76561198995880877,zont1x
22966,[],100,False,0,False,81.59363,1113.2344,4495,76561198201620490,broky
22975,[],19,False,0,False,124.80166,1113.25,4496,76561198995880877,zont1x
22976,[],100,False,0,False,81.59484,1113.25,4496,76561198201620490,broky
22985,[],19,False,0,False,124.79984,1113.2656,4497,76561198995880877,zont1x
22986,[],100,False,0,False,81.59723,1113.2656,4497,76561198201620490,broky
22995,[],19,False,0,False,124.79996,1113.2812,4498,76561198995880877,zont1x
22996,[],100,False,0,False,81.603546,1113.2812,4498,76561198201620490,broky
23005,[],19,False,0,False,124.80035,1113.2969,4499,76561198995880877,zont1x
23006,[],100,False,0,False,81.60441,1113.2969,4499,76561198201620490,broky
23015,[],19,False,0,False,124.79761,1113.3125,4500,76561198995880877,zont1x
23016,[],100,False,0,False,81.59767,1113.3125,4500,76561198201620490,broky
23025,[],19,False,0,False,124.80339,1113.3281,4501,76561198995880877,zont1x
23026,[],100,False,0,False,81.595856,1113.3281,4501,76561198201620490,broky
23035,[],19,False,0,False,124.79635,1113.3438,4502,76561198995880877,zont1x
23036,[],100,False,0,False,81.60242,1113.3438,4502,76561198201620490,broky
23045,[],19,False,0,False,124.79779,1113.3594,4503,76561198995880877,zont1x
23046,[],100,False,0,False,81.60181,1113.3594,4503,76561198201620490,broky
23055,[],19,False,0,False,124.79784,1113.375,4504,76561198995880877,zont1x
23056,[],100,False,0,False,81.60087,1113.375,4504,76561198201620490,broky
23065,[],19,False,0,False,124.796486,1113.3906,4505,76561198995880877,zont1x
23066,[],100,False,0,False,81.4674,1113.3906,4505,76561198201620490,broky
23075,[],19,False,0,False,124.80351,1113.4062,4506,76561198995880877,zont1x
23076,[],100,False,0,False,79.72768,1113.4062,4506,76561198201620490,broky
23085,[],19,False,0,False,124.799324,1113.4219,4507,76561198995880877,zont1x
23086,[],100,False,0,False,78.25407,1113.4219,4507,76561198201620490,broky
23095,[],19,False,0,False,124.79985,1113.4375,4508,76561198995880877,zont1x
23096,[],100,False,0,False,74.15784,1113.4375,4508,76561198201620490,broky
23105,[],19,False,0,False,124.7975,1113.4531,4509,76561198995880877,zont1x
23106,[],100,False,0,False,69.09968,1113.4531,4509,76561198201620490,broky
23115,[],19,False,0,False,124.798386,1113.4688,4510,76561198995880877,zont1x
23116,[],100,False,0,False,65.63068,1113.4688,4510,76561198201620490,broky
23125,[],19,False,0,False,124.800766,1113.4844,4511,76561198995880877,zont1x
23126,[],100,False,0,False,65.7661,1113.4844,4511,76561198201620490,broky
23135,[],19,False,0,False,124.80029,1113.5,4512,76561198995880877,zont1x
23136,[],100,False,0,False,66.12435,1113.5,4512,76561198201620490,broky
23145,[],19,False,0,False,124.79922,1113.5156,4513,76561198995880877,zont1x
23146,[],100,False,0,False,66.516594,1113.5156,4513,76561198201620490,broky
23155,[],19,False,0,False,124.79655,1113.5312,4514,76561198995880877,zont1x
23156,[],100,False,0,False,67.0028,1113.5312,4514,76561198201620490,broky
23165,[],19,False,0,False,124.66202,1113.5469,4515,76561198995880877,zont1x
23166,[],100,False,0,False,67.56613,1113.5469,4515,76561198201620490,broky
23175,[],19,False,0,False,122.681274,1113.5625,4516,76561198995880877,zont1x
23176,[],100,False,0,False,68.17261,1113.5625,4516,76561198201620490,broky
23185,[],19,False,0,False,121.08438,1113.5781,4517,76561198995880877,zont1x
23186,[],100,False,0,False,68.8121,1113.5781,4517,76561198201620490,broky
23195,[],19,False,0,False,120.29329,1113.5938,4518,76561198995880877,zont1x
23196,[],100,False,0,False,69.492935,1113.5938,4518,76561198201620490,broky
23205,[],19,False,0,False,119.90463,1113.6094,4519,76561198995880877,zont1x
23206,[],100,False,0,False,70.19223,1113.6094,4519,76561198201620490,broky
23215,[],19,False,0,False,119.85348,1113.625,4520,76561198995880877,zont1x
23216,[],100,False,0,False,70.933174,1113.625,4520,76561198201620490,broky
23225,[],19,False,0,False,120.083145,1113.6406,4521,76561198995880877,zont1x
23226,[],100,False,0,False,71.665474,1113.6406,4521,76561198201620490,broky
23235,[],19,False,0,False,120.51529,1113.6562,4522,76561198995880877,zont1x
23236,[],100,False,0,False,72.4283,1113.6562,4522,76561198201620490,broky
23245,[],19,False,0,False,121.125595,1113.6719,4523,76561198995880877,zont1x
23246,[],100,False,0,False,73.042625,1113.6719,4523,76561198201620490,broky
23255,[],19,False,0,False,121.86573,1113.6875,4524,76561198995880877,zont1x
23256,[],100,False,0,False,72.37567,1113.6875,4524,76561198201620490,broky
23265,[],19,False,0,False,122.69336,1113.7031,4525,76561198995880877,zont1x
23266,[],100,False,0,False,71.92279,1113.7031,4525,76561198201620490,broky
23275,[],19,False,0,False,123.58645,1113.7188,4526,76561198995880877,zont1x
23276,[],100,False,0,False,71.74581,1113.7188,4526,76561198201620490,broky
23285,[],19,False,0,False,124.47862,1113.7344,4527,76561198995880877,zont1x
23286,[],100,False,0,False,71.752106,1113.7344,4527,76561198201620490,broky
23295,[],19,False,0,False,123.80364,1113.75,4528,76561198995880877,zont1x
23296,[],100,False,0,False,71.91756,1113.75,4528,76561198201620490,broky
23305,[],19,False,0,False,123.46479,1113.7656,4529,76561198995880877,zont1x
23306,[],100,False,0,False,72.20964,1113.7656,4529,76561198201620490,broky
23315,[],19,False,0,False,123.37025,1113.7812,4530,76561198995880877,zont1x
23316,[],100,False,0,False,72.57791,1113.7812,4530,76561198201620490,broky
23325,[],19,False,0,False,123.50837,1113.7969,4531,76561198995880877,zont1x
23326,[],100,False,0,False,73.03434,1113.7969,4531,76561198201620490,broky
23335,[],19,False,0,False,123.79801,1113.8125,4532,76561198995880877,zont1x
23336,[],100,False,0,False,73.21957,1113.8125,4532,76561198201620490,broky
23345,[],19,False,0,False,124.204025,1113.8281,4533,76561198995880877,zont1x
23346,[],100,False,0,False,73.25228,1113.8281,4533,76561198201620490,broky
23355,[],19,False,0,False,124.70448,1113.8438,4534,76561198995880877,zont1x
23356,[],100,False,0,False,73.47619,1113.8438,4534,76561198201620490,broky
23365,[],19,False,0,False,124.79855,1113.8594,4535,76561198995880877,zont1x
23366,[],100,False,0,False,73.77715,1113.8594,4535,76561198201620490,broky
23375,[],19,False,0,False,124.80099,1113.875,4536,76561198995880877,zont1x
23376,[],100,False,0,False,74.166565,1113.875,4536,76561198201620490,broky
23385,[],19,False,0,False,124.80001,1113.8906,4537,76561198995880877,zont1x
23386,[],100,False,0,False,74.651535,1113.8906,4537,76561198201620490,broky
23395,[],19,False,0,False,124.80215,1113.9062,4538,76561198995880877,zont1x
23396,[],100,False,0,False,75.19513,1113.9062,4538,76561198201620490,broky
23405,[],19,False,0,False,124.203545,1113.9219,4539,76561198995880877,zont1x
23406,[],100,False,0,False,75.78286,1113.9219,4539,76561198201620490,broky
23415,[],19,False,0,False,123.926735,1113.9375,4540,76561198995880877,zont1x
23416,[],100,False,0,False,76.40819,1113.9375,4540,76561198201620490,broky
23425,[],19,False,0,False,123.90333,1113.9531,4541,76561198995880877,zont1x
23426,[],100,False,0,False,77.06229,1113.9531,4541,76561198201620490,broky
23435,[],19,False,0,False,124.069466,1113.9688,4542,76561198995880877,zont1x
23436,[],100,False,0,False,77.75694,1113.9688,4542,76561198201620490,broky
23445,[],19,False,0,False,124.36762,1113.9844,4543,76561198995880877,zont1x
23446,[],100,False,0,False,78.461555,1113.9844,4543,76561198201620490,broky
23455,[],19,False,0,False,124.78647,1114.0,4544,76561198995880877,zont1x
23456,[],100,False,0,False,79.17101,1114.0,4544,76561198201620490,broky
23465,[],19,False,0,False,124.8002,1114.0156,4545,76561198995880877,zont1x
23466,[],100,False,0,False,79.90869,1114.0156,4545,76561198201620490,broky
23475,[],19,False,0,False,124.799774,1114.0312,4546,76561198995880877,zont1x
23476,[],100,False,0,False,80.63733,1114.0312,4546,76561198201620490,broky
23485,[],19,False,0,False,124.6719,1114.0469,4547,76561198995880877,zont1x
23486,[],100,False,0,False,81.34765,1114.0469,4547,76561198201620490,broky
23495,[],19,False,0,False,124.70552,1114.0625,4548,76561198995880877,zont1x
23496,[],100,False,0,False,81.59741,1114.0625,4548,76561198201620490,broky
23505,[],19,False,0,False,124.798515,1114.0781,4549,76561198995880877,zont1x
23506,[],100,False,0,False,81.60409,1114.0781,4549,76561198201620490,broky
23515,[],19,False,0,False,124.798805,1114.0938,4550,76561198995880877,zont1x
23516,[],100,False,0,False,81.60239,1114.0938,4550,76561198201620490,broky
23525,[],19,False,0,False,124.80035,1114.1094,4551,76561198995880877,zont1x
23526,[],100,False,0,False,81.59851,1114.1094,4551,76561198201620490,broky
23535,[],19,False,0,False,124.79925,1114.125,4552,76561198995880877,zont1x
23536,[],100,False,0,False,81.594894,1114.125,4552,76561198201620490,broky
23545,[],19,False,0,False,124.798416,1114.1406,4553,76561198995880877,zont1x
23546,[],100,False,0,False,81.602036,1114.1406,4553,76561198201620490,broky
23555,[],19,False,0,False,124.80067,1114.1562,4554,76561198995880877,zont1x
23556,[],100,False,0,False,81.6003,1114.1562,4554,76561198201620490,broky
23565,[],19,False,0,False,124.79958,1114.1719,4555,76561198995880877,zont1x
23566,[],100,False,0,False,81.600494,1114.1719,4555,76561198201620490,broky
23575,[],19,False,0,False,124.79917,1114.1875,4556,76561198995880877,zont1x
23576,[],100,False,0,False,81.59808,1114.1875,4556,76561198201620490,broky
23585,[],19,False,0,False,124.80063,1114.2031,4557,76561198995880877,zont1x
23586,[],100,False,0,False,81.59656,1114.2031,4557,76561198201620490,broky
23595,[],19,False,0,False,124.79987,1114.2188,4558,76561198995880877,zont1x
23596,[],100,False,0,False,81.59969,1114.2188,4558,76561198201620490,broky
23605,[],19,False,0,False,124.80108,1114.2344,4559,76561198995880877,zont1x
23606,[],100,False,0,False,80.58628,1114.2344,4559,76561198201620490,broky
23615,[],19,False,0,False,124.79935,1114.25,4560,76561198995880877,zont1x
23616,[],100,False,0,False,79.03129,1114.25,4560,76561198201620490,broky
23625,[],19,False,0,False,124.79738,1114.2656,4561,76561198995880877,zont1x
23626,[],100,False,0,False,79.4922,1114.2656,4561,76561198201620490,broky
23635,[],19,False,0,False,124.799,1114.2812,4562,76561198995880877,zont1x
23636,[],100,False,0,False,79.96095,1114.2812,4562,76561198201620490,broky
23645,[],19,False,0,False,124.80139,1114.2969,4563,76561198995880877,zont1x
23646,[],100,False,0,False,80.437515,1114.2969,4563,76561198201620490,broky
23655,[],19,False,0,False,124.79786,1114.3125,4564,76561198995880877,zont1x
23656,[],100,False,0,False,80.8672,1114.3125,4564,76561198201620490,broky
23665,[],19,False,0,False,124.799286,1114.3281,4565,76561198995880877,zont1x
23666,[],100,False,0,False,81.23438,1114.3281,4565,76561198201620490,broky
23675,[],19,False,0,False,124.79919,1114.3438,4566,76561198995880877,zont1x
23676,[],100,False,0,False,81.562515,1114.3438,4566,76561198201620490,broky
23685,[],19,False,0,False,124.79842,1114.3594,4567,76561198995880877,zont1x
23686,[],100,False,0,False,81.57033,1114.3594,4567,76561198201620490,broky
23695,[],19,False,0,False,124.8016,1114.375,4568,76561198995880877,zont1x
23696,[],100,False,0,False,81.57033,1114.375,4568,76561198201620490,broky
23705,[],19,False,0,False,124.802124,1114.3906,4569,76561198995880877,zont1x
23706,[],100,False,0,False,81.60177,1114.3906,4569,76561198201620490,broky
23715,[],19,False,0,False,124.798,1114.4062,4570,76561198995880877,zont1x
23716,[],100,False,0,False,81.59759,1114.4062,4570,76561198201620490,broky
23725,[],19,False,0,False,124.80245,1114.4219,4571,76561198995880877,zont1x
23726,[],100,False,0,False,81.59975,1114.4219,4571,76561198201620490,broky
23735,[],19,False,0,False,124.801346,1114.4375,4572,76561198995880877,zont1x
23736,[],100,False,0,False,81.602905,1114.4375,4572,76561198201620490,broky
23745,[],19,False,0,False,124.79916,1114.4531,4573,76561198995880877,zont1x
23746,[],100,False,0,False,81.60281,1114.4531,4573,76561198201620490,broky
23755,[],19,False,0,False,124.80182,1114.4688,4574,76561198995880877,zont1x
23756,[],100,False,0,False,81.59612,1114.4688,4574,76561198201620490,broky
23765,[],19,False,0,False,124.800674,1114.4844,4575,76561198995880877,zont1x
23766,[],100,False,0,False,81.59731,1114.4844,4575,76561198201620490,broky
23775,[],19,False,0,False,124.79742,1114.5,4576,76561198995880877,zont1x
23776,[],100,False,0,False,81.60122,1114.5,4576,76561198201620490,broky
23785,[],19,False,0,False,124.80085,1114.5156,4577,76561198995880877,zont1x
23786,[],100,False,0,False,81.60092,1114.5156,4577,76561198201620490,broky
23795,[],19,False,0,False,124.79856,1114.5312,4578,76561198995880877,zont1x
23796,[],100,False,0,False,81.12181,1114.5312,4578,76561198201620490,broky
23805,[],19,False,0,False,124.801125,1114.5469,4579,76561198995880877,zont1x
23806,[],100,False,0,False,80.622154,1114.5469,4579,76561198201620490,broky
23815,[],19,False,0,False,124.80149,1114.5625,4580,76561198995880877,zont1x
23816,[],100,False,0,False,80.33271,1114.5625,4580,76561198201620490,broky
23825,[],19,False,0,False,124.79796,1114.5781,4581,76561198995880877,zont1x
23826,[],100,False,0,False,80.29174,1114.5781,4581,76561198201620490,broky
23835,[],19,False,0,False,124.79834,1114.5938,4582,76561198995880877,zont1x
23836,[],100,False,0,False,80.35996,1114.5938,4582,76561198201620490,broky
23845,[],19,False,0,False,124.801506,1114.6094,4583,76561198995880877,zont1x
23846,[],100,False,0,False,80.58021,1114.6094,4583,76561198201620490,broky
23855,[],19,False,0,False,124.79799,1114.625,4584,76561198995880877,zont1x
23856,[],100,False,0,False,80.864265,1114.625,4584,76561198201620490,broky
23865,[],19,False,0,False,124.80025,1114.6406,4585,76561198995880877,zont1x
23866,[],100,False,0,False,81.19553,1114.6406,4585,76561198201620490,broky
23875,[],19,False,0,False,124.7988,1114.6562,4586,76561198995880877,zont1x
23876,[],100,False,0,False,81.567955,1114.6562,4586,76561198201620490,broky
23885,[],19,False,0,False,124.80014,1114.6719,4587,76561198995880877,zont1x
23886,[],100,False,0,False,81.97599,1114.6719,4587,76561198201620490,broky
23895,[],19,False,0,False,124.800606,1114.6875,4588,76561198995880877,zont1x
23896,[],100,False,0,False,82.3836,1114.6875,4588,76561198201620490,broky
23905,[],19,False,0,False,124.516685,1114.7031,4589,76561198995880877,zont1x
23906,[],100,False,0,False,82.79563,1114.7031,4589,76561198201620490,broky
23915,[],19,False,0,False,122.67045,1114.7188,4590,76561198995880877,zont1x
23916,[],100,False,0,False,83.2178,1114.7188,4590,76561198201620490,broky
23925,[],19,False,0,False,121.14996,1114.7344,4591,76561198995880877,zont1x
23926,[],100,False,0,False,83.618866,1114.7344,4591,76561198201620490,broky
23935,[],19,False,0,False,120.43975,1114.75,4592,76561198995880877,zont1x
23936,[],100,False,0,False,86.23858,1114.75,4592,76561198201620490,broky
23945,[],19,False,0,False,120.13852,1114.7656,4593,76561198995880877,zont1x
23946,[],100,False,0,False,88.644966,1114.7656,4593,76561198201620490,broky
23955,[],19,False,0,False,120.13376,1114.7812,4594,76561198995880877,zont1x
23956,[],100,False,0,False,91.922165,1114.7812,4594,76561198201620490,broky
23965,[],19,False,0,False,120.35609,1114.7969,4595,76561198995880877,zont1x
23966,[],100,False,0,False,94.6321,1114.7969,4595,76561198201620490,broky
23975,[],19,False,0,False,120.84065,1114.8125,4596,76561198995880877,zont1x
23976,[],100,False,0,False,97.330925,1114.8125,4596,76561198201620490,broky
23985,[],19,False,0,False,121.61033,1114.8281,4597,76561198995880877,zont1x
23986,[],100,False,0,False,99.97915,1114.8281,4597,76561198201620490,broky
23995,[],19,False,0,False,122.60084,1114.8438,4598,76561198995880877,zont1x
23996,[],100,False,0,False,102.53214,1114.8438,4598,76561198201620490,broky
24005,[],19,False,0,False,123.4258,1114.8594,4599,76561198995880877,zont1x
24006,[],100,False,0,False,104.97475,1114.8594,4599,76561198201620490,broky
24015,[],19,False,0,False,124.24556,1114.875,4600,76561198995880877,zont1x
24016,[],100,False,0,False,107.28712,1114.875,4600,76561198201620490,broky
24025,[],19,False,0,False,124.80017,1114.8906,4601,76561198995880877,zont1x
24026,[],100,False,0,False,109.4616,1114.8906,4601,76561198201620490,broky
24035,[],19,False,0,False,124.799835,1114.9062,4602,76561198995880877,zont1x
24036,[],100,False,0,False,111.52627,1114.9062,4602,76561198201620490,broky
24045,[],19,False,0,False,124.79927,1114.9219,4603,76561198995880877,zont1x
24046,[],100,False,0,False,113.46063,1114.9219,4603,76561198201620490,broky
24055,[],19,False,0,False,124.79881,1114.9375,4604,76561198995880877,zont1x
24056,[],100,False,0,False,115.28531,1114.9375,4604,76561198201620490,broky
24065,[],19,False,0,False,124.80115,1114.9531,4605,76561198995880877,zont1x
24066,[],100,False,0,False,116.96855,1114.9531,4605,76561198201620490,broky
24075,[],19,False,0,False,124.79982,1114.9688,4606,76561198995880877,zont1x
24076,[],100,False,0,False,118.52604,1114.9688,4606,76561198201620490,broky
24085,[],19,False,0,False,123.71958,1114.9844,4607,76561198995880877,zont1x
24086,[],100,False,0,False,119.98856,1114.9844,4607,76561198201620490,broky
24095,[],19,False,0,False,123.03216,1115.0,4608,76561198995880877,zont1x
24096,[],100,False,0,False,121.35489,1115.0,4608,76561198201620490,broky
24105,[],19,False,0,False,122.72201,1115.0156,4609,76561198995880877,zont1x
24106,[],100,False,0,False,122.61775,1115.0156,4609,76561198201620490,broky
24115,[],19,False,0,False,122.68028,1115.0312,4610,76561198995880877,zont1x
24116,[],100,False,0,False,123.788536,1115.0312,4610,76561198201620490,broky
24125,[],19,False,0,False,122.84723,1115.0469,4611,76561198995880877,zont1x
24126,[],100,False,0,False,124.79714,1115.0469,4611,76561198201620490,broky
24135,[],19,False,0,False,123.1719,1115.0625,4612,76561198995880877,zont1x
24136,[],100,False,0,False,124.80326,1115.0625,4612,76561198201620490,broky
24145,[],19,False,0,False,123.618546,1115.0781,4613,76561198995880877,zont1x
24146,[],100,False,0,False,124.798386,1115.0781,4613,76561198201620490,broky
24155,[],19,False,0,False,124.14797,1115.0938,4614,76561198995880877,zont1x
24156,[],100,False,0,False,124.79992,1115.0938,4614,76561198201620490,broky
24165,[],19,False,0,False,124.73466,1115.1094,4615,76561198995880877,zont1x
24166,[],100,False,0,False,124.79657,1115.1094,4615,76561198201620490,broky
24175,[],19,False,0,False,124.79675,1115.125,4616,76561198995880877,zont1x
24176,[],100,False,0,False,124.80189,1115.125,4616,76561198201620490,broky
24185,[],19,False,0,False,124.46544,1115.1406,4617,76561198995880877,zont1x
24186,[],100,False,0,False,124.79996,1115.1406,4617,76561198201620490,broky
24195,[],19,False,0,False,124.390755,1115.1562,4618,76561198995880877,zont1x
24196,[],100,False,0,False,124.79878,1115.1562,4618,76561198201620490,broky
24205,[],19,False,0,False,124.51026,1115.1719,4619,76561198995880877,zont1x
24206,[],100,False,0,False,124.798004,1115.1719,4619,76561198201620490,broky
24215,[],19,False,0,False,124.79509,1115.1875,4620,76561198995880877,zont1x
24216,[],100,False,0,False,124.79729,1115.1875,4620,76561198201620490,broky
24225,[],19,False,0,False,124.79997,1115.2031,4621,76561198995880877,zont1x
24226,[],100,False,0,False,124.79925,1115.2031,4621,76561198201620490,broky
24235,[],19,False,0,False,124.79997,1115.2188,4622,76561198995880877,zont1x
24236,[],100,False,0,False,124.80056,1115.2188,4622,76561198201620490,broky
24245,[],19,False,0,False,124.79996,1115.2344,4623,76561198995880877,zont1x
24246,[],100,False,0,False,124.80099,1115.2344,4623,76561198201620490,broky
24255,[],19,False,0,False,124.800026,1115.25,4624,76561198995880877,zont1x
24256,[],100,False,0,False,124.800285,1115.25,4624,76561198201620490,broky
24265,[],19,False,0,False,124.637436,1115.2656,4625,76561198995880877,zont1x
24266,[],100,False,0,False,124.79735,1115.2656,4625,76561198201620490,broky
24275,[],19,False,0,False,124.276024,1115.2812,4626,76561198995880877,zont1x
24276,[],100,False,0,False,124.80054,1115.2812,4626,76561198201620490,broky
24285,[],19,False,0,False,124.17491,1115.2969,4627,76561198995880877,zont1x
24286,[],100,False,0,False,124.80219,1115.2969,4627,76561198201620490,broky
24295,[],19,False,0,False,124.30959,1115.3125,4628,76561198995880877,zont1x
24296,[],100,False,0,False,124.804214,1115.3125,4628,76561198201620490,broky
24305,[],19,False,0,False,124.58064,1115.3281,4629,76561198995880877,zont1x
24306,[],100,False,0,False,122.29186,1115.3281,4629,76561198201620490,broky
24315,[],19,False,0,False,124.79975,1115.3438,4630,76561198995880877,zont1x
24316,[],100,False,0,False,120.77338,1115.3438,4630,76561198201620490,broky
24325,[],19,False,0,False,124.80062,1115.3594,4631,76561198995880877,zont1x
24326,[],100,False,0,False,119.73076,1115.3594,4631,76561198201620490,broky
24335,[],19,False,0,False,124.79885,1115.375,4632,76561198995880877,zont1x
24336,[],100,False,0,False,119.25397,1115.375,4632,76561198201620490,broky
24345,[],19,False,0,False,124.801384,1115.3906,4633,76561198995880877,zont1x
24346,[],100,False,0,False,119.22213,1115.3906,4633,76561198201620490,broky
24355,[],19,False,0,False,124.799675,1115.4062,4634,76561198995880877,zont1x
24356,[],100,False,0,False,120.3935,1115.4062,4634,76561198201620490,broky
24365,[],19,False,0,False,124.79885,1115.4219,4635,76561198995880877,zont1x
24366,[],100,False,0,False,121.75592,1115.4219,4635,76561198201620490,broky
24375,[],19,False,0,False,124.80008,1115.4375,4636,76561198995880877,zont1x
24376,[],100,False,0,False,122.82494,1115.4375,4636,76561198201620490,broky
24385,[],19,False,0,False,124.80167,1115.4531,4637,76561198995880877,zont1x
24386,[],100,False,0,False,123.83486,1115.4531,4637,76561198201620490,broky
24395,[],19,False,0,False,124.8006,1115.4688,4638,76561198995880877,zont1x
24396,[],100,False,0,False,124.78235,1115.4688,4638,76561198201620490,broky
24405,[],19,False,0,False,124.79949,1115.4844,4639,76561198995880877,zont1x
24406,[],100,False,0,False,124.80109,1115.4844,4639,76561198201620490,broky
24415,[],19,False,0,False,124.8018,1115.5,4640,76561198995880877,zont1x
24416,[],100,False,0,False,124.79918,1115.5,4640,76561198201620490,broky
24425,[],19,False,0,False,124.79742,1115.5156,4641,76561198995880877,zont1x
24426,[],100,False,0,False,124.41646,1115.5156,4641,76561198201620490,broky
24435,[],19,False,0,False,124.80148,1115.5312,4642,76561198995880877,zont1x
24436,[],100,False,0,False,123.43879,1115.5312,4642,76561198201620490,broky
24445,[],19,False,0,False,124.79944,1115.5469,4643,76561198995880877,zont1x
24446,[],100,False,0,False,122.75581,1115.5469,4643,76561198201620490,broky
24455,[],19,False,0,False,124.80194,1115.5625,4644,76561198995880877,zont1x
24456,[],100,False,0,False,122.54942,1115.5625,4644,76561198201620490,broky
24465,[],19,False,0,False,124.798035,1115.5781,4645,76561198995880877,zont1x
24466,[],100,False,0,False,122.596504,1115.5781,4645,76561198201620490,broky
24475,[],19,False,0,False,124.79818,1115.5938,4646,76561198995880877,zont1x
24476,[],100,False,0,False,122.83348,1115.5938,4646,76561198201620490,broky
24485,[],19,False,0,False,124.79704,1115.6094,4647,76561198995880877,zont1x
24486,[],100,False,0,False,123.20774,1115.6094,4647,76561198201620490,broky
24495,[],19,False,0,False,124.800095,1115.625,4648,76561198995880877,zont1x
24496,[],100,False,0,False,123.69905,1115.625,4648,76561198201620490,broky
24505,[],19,False,0,False,124.79693,1115.6406,4649,76561198995880877,zont1x
24506,[],100,False,0,False,124.26618,1115.6406,4649,76561198201620490,broky
24515,[],19,False,0,False,124.80303,1115.6562,4650,76561198995880877,zont1x
24516,[],100,False,0,False,124.79765,1115.6562,4650,76561198201620490,broky
24525,[],19,False,0,False,124.7981,1115.6719,4651,76561198995880877,zont1x
24526,[],100,False,0,False,124.59225,1115.6719,4651,76561198201620490,broky
24535,[],19,False,0,False,124.80047,1115.6875,4652,76561198995880877,zont1x
24536,[],100,False,0,False,124.418846,1115.6875,4652,76561198201620490,broky
24545,[],19,False,0,False,124.43512,1115.7031,4653,76561198995880877,zont1x
24546,[],100,False,0,False,124.48337,1115.7031,4653,76561198201620490,broky
